FID,om,yr,mo,dy,date,time,tz,st,stf,stn,mag,inj,fat,loss,closs,slat,slon,elat,elon,len,wid,fc
14672,786,1973,7,12,1973-07-12,17:45:00,3,FL,12,38,0,0,0,3,0,28.8,-81.3,0,0,0.2,10,0
14744,858,1973,8,19,1973-08-19,14:12:00,3,FL,12,39,1,0,0,6,0,27.1,-82.45,0,0,0.5,67,0
14837,951,1973,10,7,1973-10-07,15:25:00,3,FL,12,40,1,0,0,5,0,26.6,-81.83,26.57,-81.83,2.3,33,0
14858,972,1973,10,31,1973-10-31,21:30:00,3,FL,12,42,2,17,0,6,0,27.92,-82.92,28.08,-82.5,27.9,100,0
14967,1081,1973,12,20,1973-12-20,13:15:00,3,FL,12,43,2,9,0,6,0,25.42,-80.42,25.52,-80.37,7.6,33,0
15011,23,1974,1,30,1974-01-30,00:01:00,3,FL,12,1,2,4,1,5,0,30.65,-84.42,30.65,-84.37,3.3,100,0
15020,32,1974,2,15,1974-02-15,21:20:00,3,FL,12,2,1,1,0,4,0,30.82,-86.22,0,0,1,17,0
15027,39,1974,2,19,1974-02-19,15:30:00,3,FL,12,5,1,55,0,6,0,28.08,-82.78,28.43,-82.22,45.9,167,0
15057,69,1974,3,21,1974-03-21,09:25:00,3,FL,12,6,1,0,0,5,0,30.08,-84.5,30.05,-84.45,4.3,33,0
15058,70,1974,3,21,1974-03-21,11:30:00,3,FL,12,7,2,1,0,4,0,30.33,-82.77,30.33,-82.72,3.6,200,0
15285,297,1974,4,16,1974-04-16,16:00:00,3,FL,12,8,0,2,0,4,0,27.9,-81.7,0,0,0.5,10,0
15344,356,1974,5,4,1974-05-04,14:38:00,3,FL,12,9,1,0,0,6,0,30.38,-82.98,0,0,2,20,0
15350,362,1974,5,6,1974-05-06,07:50:00,3,FL,12,10,1,0,0,3,0,28.02,-81.9,0,0,2,20,0
15367,379,1974,5,11,1974-05-11,14:45:00,3,FL,12,13,1,0,0,3,0,30.83,-85,0,0,0.5,20,0
15368,380,1974,5,11,1974-05-11,15:00:00,3,FL,12,14,1,0,0,4,0,30.57,-84.73,0,0,0.5,20,0
15376,388,1974,5,12,1974-05-12,01:30:00,3,FL,12,17,1,3,0,4,0,30.17,-83.58,30.2,-83.52,4.9,20,0
15380,392,1974,5,12,1974-05-12,04:30:00,3,FL,12,19,2,1,0,5,0,30.28,-82.12,30.32,-81.83,17.5,33,0
15383,395,1974,5,12,1974-05-12,06:00:00,3,FL,12,20,2,2,0,5,0,30.08,-81.68,30.08,-81.62,4.3,100,0
15384,396,1974,5,12,1974-05-12,06:00:00,3,FL,12,21,1,0,0,6,0,30.35,-81.67,0,0,0.5,67,0
15385,397,1974,5,12,1974-05-12,06:00:00,3,FL,12,22,1,0,0,3,0,29.92,-81.48,0,0,2,50,0
15386,398,1974,5,12,1974-05-12,06:30:00,3,FL,12,18,1,0,0,4,0,29,-82.7,29.05,-82.57,8.9,50,0
15387,399,1974,5,12,1974-05-12,08:30:00,3,FL,12,23,0,0,0,4,0,28.8,-81.63,0,0,2,33,0
15388,400,1974,5,12,1974-05-12,08:35:00,3,FL,12,24,1,0,0,5,0,29.17,-81.83,29.2,-81.5,20.2,100,0
15389,401,1974,5,12,1974-05-12,09:00:00,3,FL,12,25,1,0,0,4,0,28.75,-82.42,28.75,-82,25.2,100,0
15411,423,1974,5,15,1974-05-15,13:00:00,3,FL,12,26,0,0,0,5,0,27.55,-81.67,0,0,0.2,17,0
15412,424,1974,5,15,1974-05-15,13:10:00,3,FL,12,27,1,1,0,5,0,27.17,-80.27,0,0,1,333,0
15413,425,1974,5,15,1974-05-15,13:40:00,3,FL,12,28,0,0,0,4,0,28.12,-82.02,0,0,0.1,10,0
15414,426,1974,5,15,1974-05-15,14:41:00,3,FL,12,29,1,0,0,4,0,28.8,-81.87,0,0,1,33,0
15415,427,1974,5,15,1974-05-15,14:45:00,3,FL,12,30,0,0,0,0,0,28.78,-81.68,0,0,0.1,10,0
15416,428,1974,5,16,1974-05-16,15:18:00,3,FL,12,31,1,0,0,4,0,28.33,-82.18,0,0,0.5,17,0
15463,475,1974,5,27,1974-05-27,08:10:00,3,FL,12,32,0,0,0,3,0,28.25,-82.72,0,0,0.5,10,0
15464,476,1974,5,27,1974-05-27,17:35:00,3,FL,12,33,0,0,0,3,0,28.22,-82.72,0,0,0.5,10,0
15582,594,1974,6,10,1974-06-10,14:45:00,3,FL,12,34,0,0,0,3,0,27.83,-82.22,0,0,0.1,10,0
15600,612,1974,6,14,1974-06-14,16:40:00,3,FL,12,35,0,0,0,3,0,26.58,-81.83,0,0,1,10,0
15610,622,1974,6,18,1974-06-18,16:30:00,3,FL,12,36,1,0,0,5,0,28.03,-81.98,0,0,0.2,10,0
15674,686,1974,6,26,1974-06-26,17:35:00,3,FL,12,37,0,0,0,4,0,27.33,-82.53,0,0,0.5,10,0
15716,728,1974,7,19,1974-07-19,15:50:00,3,FL,12,38,0,0,0,2,0,26.68,-81.88,0,0,0.1,10,0
15717,729,1974,7,20,1974-07-20,14:30:00,3,FL,12,39,0,0,0,3,0,30.17,-82.98,0,0,0.1,10,0
15723,735,1974,7,22,1974-07-22,14:20:00,3,FL,12,40,0,0,0,4,0,27.2,-80.32,0,0,0.1,10,0
15736,748,1974,8,1,1974-08-01,14:50:00,3,FL,12,42,0,0,0,3,0,30.63,-87.03,0,0,0.1,10,0
15742,754,1974,8,2,1974-08-02,14:30:00,3,FL,12,43,0,0,0,4,0,26.45,-81.95,0,0,0.1,10,0
15749,761,1974,8,6,1974-08-06,14:45:00,3,FL,12,44,0,0,0,4,0,26.68,-81.92,0,0,0.1,10,0
15750,762,1974,8,6,1974-08-06,15:20:00,3,FL,12,45,1,0,0,5,0,28.85,-81.67,0,0,0.5,500,0
15751,763,1974,8,6,1974-08-06,18:30:00,3,FL,12,46,1,0,0,4,0,29.18,-82.13,0,0,0.3,20,0
15812,824,1974,8,19,1974-08-19,14:30:00,3,FL,12,47,0,0,0,4,0,26.28,-80.23,0,0,0.1,10,0
15825,837,1974,8,26,1974-08-26,17:30:00,3,FL,12,48,0,0,0,3,0,27.98,-82.47,0,0,0.1,10,0
15831,843,1974,8,27,1974-08-27,16:15:00,3,FL,12,49,0,0,0,4,0,27.48,-82.57,0,0,0.2,50,0
15837,849,1974,8,30,1974-08-30,12:15:00,3,AL,1,31,0,0,0,2,0,30.98,-86.05,0,0,0.1,50,0
15847,859,1974,9,7,1974-09-07,23:30:00,3,FL,12,50,1,0,0,4,0,30.72,-87.23,0,0,0.1,20,0
15927,939,1974,12,7,1974-12-07,08:25:00,3,FL,12,51,2,0,0,2,0,30.37,-86.65,30.42,-86.72,5.2,100,0
15928,940,1974,12,16,1974-12-16,13:10:00,3,FL,12,52,0,0,0,2,0,26.95,-82.35,0,0,0.1,10,0
15929,941,1974,12,16,1974-12-16,13:45:00,3,FL,12,53,0,0,0,3,0,26.97,-82.1,0,0,0.1,10,0
15930,942,1974,12,16,1974-12-16,16:42:00,3,FL,12,54,0,0,0,0,0,26.73,-80.13,0,0,0.1,10,0
15936,3,1975,1,8,1975-01-08,12:44:00,3,FL,12,1,0,0,0,0,0,30.07,-84.57,0,0,0.1,10,0
15976,43,1975,1,10,1975-01-10,19:30:00,3,FL,12,3,0,0,0,4,0,30.75,-85.93,0,0,0.1,10,0
15978,45,1975,1,12,1975-01-12,10:15:00,3,FL,12,4,1,12,0,4,0,30.5,-85.67,31,-85,53,50,0
15979,46,1975,1,12,1975-01-12,10:20:00,3,FL,12,5,2,33,1,6,0,30.17,-85.7,31.68,-83.5,168.5,100,0
15983,50,1975,1,25,1975-01-25,11:00:00,3,FL,12,6,1,0,0,4,0,29.97,-82.93,30.23,-82.82,19.8,10,0
15984,51,1975,1,25,1975-01-25,13:49:00,3,FL,12,7,0,0,0,0,0,29.58,-82.42,0,0,0.3,10,0
15990,57,1975,2,6,1975-02-06,11:25:00,3,FL,12,8,2,4,0,6,0,30,-83.2,30.08,-82.83,22.9,100,0
15991,58,1975,2,6,1975-02-06,12:30:00,3,FL,12,9,1,1,0,5,0,30,-82.27,30.13,-81.97,20.7,100,0
15992,59,1975,2,6,1975-02-06,14:40:00,3,FL,12,10,1,5,0,5,0,28.83,-82.57,28.9,-81.67,54.9,50,0
15993,60,1975,2,6,1975-02-06,20:00:00,3,FL,12,11,0,0,0,4,0,26,-81.73,0,0,0.1,20,0
15994,61,1975,2,11,1975-02-11,00:30:00,3,FL,12,12,0,0,0,3,0,26.62,-80.05,0,0,0.2,27,0
15995,62,1975,2,12,1975-02-12,10:45:00,3,FL,12,13,0,0,0,4,0,29.92,-82.72,0,0,0.1,10,0
15996,63,1975,2,12,1975-02-12,16:05:00,3,FL,12,14,1,0,0,4,0,28.22,-82.72,0,0,0.3,17,0
16002,69,1975,2,17,1975-02-17,09:30:00,3,FL,12,15,1,0,0,4,0,30.8,-85.63,0,0,0.1,10,0
16003,70,1975,2,17,1975-02-17,10:30:00,3,FL,12,16,1,0,0,5,0,30.75,-85.27,30.8,-85.2,5.4,100,0
16004,71,1975,2,17,1975-02-17,14:00:00,3,FL,12,17,0,0,0,3,0,30.58,-84.42,0,0,0.5,10,0
16055,122,1975,3,13,1975-03-13,19:25:00,3,FL,12,18,0,0,0,0,0,30.77,-87.23,0,0,0.2,10,0
16057,124,1975,3,13,1975-03-13,19:35:00,3,FL,12,19,1,0,0,5,0,30.93,-86.5,31.07,-86.23,18.5,880,0
16067,134,1975,3,18,1975-03-18,18:00:00,3,FL,12,20,1,1,0,3,0,29.73,-83.33,0,0,0.2,10,0
16068,135,1975,3,18,1975-03-18,19:40:00,3,FL,12,21,2,0,0,5,0,29.92,-81.33,0,0,1,100,0
16069,136,1975,3,18,1975-03-18,20:30:00,3,FL,12,22,1,0,0,3,0,28.55,-82.45,0,0,0.5,200,0
16071,138,1975,3,19,1975-03-19,08:30:00,3,FL,12,23,1,0,0,4,0,26.97,-81.13,0,0,0.2,10,0
16097,164,1975,3,25,1975-03-25,02:00:00,3,FL,12,25,0,0,0,4,0,30.05,-81.75,0,0,0.2,10,0
16126,193,1975,4,9,1975-04-09,22:00:00,3,FL,12,26,1,0,0,6,0,30.95,-85.17,0,0,0.5,100,0
16130,197,1975,4,11,1975-04-11,08:30:00,3,FL,12,27,1,0,0,4,0,29.55,-82,0,0,0.5,50,0
16131,198,1975,4,11,1975-04-11,09:45:00,3,FL,12,28,1,0,0,5,0,29.35,-81.73,0,0,2,50,0
16132,199,1975,4,11,1975-04-11,10:00:00,3,FL,12,29,0,0,0,3,0,29.17,-81.17,0,0,0.5,100,0
16133,200,1975,4,11,1975-04-11,10:30:00,3,FL,12,30,1,0,0,5,0,28.8,-81.72,0,0,0.5,50,0
16135,202,1975,4,14,1975-04-14,12:30:00,3,FL,12,32,1,0,0,4,0,30.42,-87.25,0,0,1,50,0
16136,203,1975,4,14,1975-04-14,13:40:00,3,FL,12,33,0,0,0,2,0,30.4,-86.67,0,0,0.1,23,0
16137,204,1975,4,14,1975-04-14,15:26:00,3,FL,12,34,0,0,0,0,0,27.9,-81.55,0,0,0.1,23,0
16138,205,1975,4,14,1975-04-14,16:10:00,3,FL,12,35,0,0,0,2,0,28.95,-81.3,0,0,0.1,23,0
16140,207,1975,4,15,1975-04-15,05:15:00,3,FL,12,36,0,0,0,2,0,28.3,-81.23,0,0,0.1,23,0
16141,208,1975,4,15,1975-04-15,08:50:00,3,FL,12,37,0,0,0,0,0,27.7,-80.92,0,0,0.1,23,0
16182,249,1975,4,27,1975-04-27,14:30:00,3,FL,12,38,0,0,0,0,0,26.58,-81.5,0,0,0.1,23,0
16226,293,1975,5,2,1975-05-02,16:50:00,3,FL,12,39,1,0,0,4,0,29.02,-82.12,0,0,0.5,50,0
16231,298,1975,5,3,1975-05-03,16:45:00,3,FL,12,40,1,0,0,4,0,30.62,-87.33,30.62,-87.28,3.3,50,0
16280,347,1975,5,9,1975-05-09,12:55:00,3,FL,12,41,1,0,0,4,0,28.07,-81.78,0,0,2.5,50,0
16314,381,1975,5,14,1975-05-14,18:50:00,3,FL,12,42,1,0,0,4,0,28.25,-81.28,28.25,-81.05,14.3,70,0
16315,382,1975,5,15,1975-05-15,04:30:00,3,FL,12,43,1,0,0,4,0,30.75,-86.6,0,0,0.5,50,0
16318,385,1975,5,15,1975-05-15,14:00:00,3,FL,12,44,0,0,0,4,0,28.88,-81.3,0,0,0.2,50,0
16325,392,1975,5,16,1975-05-16,13:30:00,3,FL,12,45,1,0,0,4,0,28.07,-81.78,28.07,-81.67,7.3,50,0
16388,455,1975,5,26,1975-05-26,20:00:00,3,FL,12,46,1,0,0,4,0,27.92,-82.8,0,0,0.5,50,0
16393,460,1975,5,27,1975-05-27,16:30:00,3,FL,12,47,0,0,0,4,0,27.93,-82.28,28.02,-82.17,9.2,70,0
16412,479,1975,6,1,1975-06-01,16:00:00,3,FL,12,48,1,0,0,4,0,27.6,-81.52,0,0,0.5,30,0
16414,481,1975,6,2,1975-06-02,09:30:00,3,FL,12,49,1,0,0,3,0,29.25,-82.17,29.32,-82.1,6.4,50,0
16420,487,1975,6,3,1975-06-03,12:20:00,3,FL,12,50,0,0,0,0,0,26.63,-80.1,0,0,0.1,10,0
16421,488,1975,6,3,1975-06-03,15:30:00,3,FL,12,51,1,0,0,3,0,27.93,-82.25,0,0,0.5,30,0
16470,537,1975,6,11,1975-06-11,17:30:00,3,FL,12,52,1,0,0,3,0,28.67,-81.42,0,0,0.5,30,0
16481,548,1975,6,14,1975-06-14,15:00:00,3,FL,12,53,1,0,0,4,0,30.5,-84,30.52,-83.83,10,50,0
16595,662,1975,6,28,1975-06-28,14:12:00,3,FL,12,54,1,0,0,0,0,27.37,-80.33,0,0,0.5,50,0
16600,667,1975,6,29,1975-06-29,15:15:00,3,FL,12,56,0,0,0,0,0,26.57,-80.33,0,0,0.5,50,0
16602,669,1975,6,30,1975-06-30,17:30:00,3,FL,12,57,0,0,0,0,0,26.63,-81.85,0,0,0.5,20,0
16615,682,1975,7,4,1975-07-04,13:14:00,3,FL,12,58,1,1,0,4,0,25.68,-80.35,0,0,1,30,0
16618,685,1975,7,5,1975-07-05,16:15:00,3,FL,12,59,0,0,0,3,0,30.35,-81.63,0,0,0.1,20,0
16621,688,1975,7,7,1975-07-07,12:57:00,3,FL,12,60,0,0,0,4,0,30.57,-85.2,0,0,0.1,30,0
16630,697,1975,7,10,1975-07-10,14:45:00,3,FL,12,61,1,0,0,5,0,28.6,-80.8,28.67,-80.75,5.9,70,0
16655,722,1975,7,17,1975-07-17,14:50:00,3,FL,12,63,0,0,0,0,0,30.13,-82.77,0,0,0.1,30,0
16680,747,1975,7,29,1975-07-29,13:10:00,3,FL,12,64,0,0,0,0,0,28.15,-82.53,0,0,0.1,30,0
16685,752,1975,7,31,1975-07-31,01:20:00,3,FL,12,65,0,0,0,4,0,30.52,-87.27,0,0,2,50,0
16686,753,1975,8,3,1975-08-03,09:00:00,3,FL,12,66,0,0,0,0,0,27.48,-82.63,0,0,2,50,0
16692,759,1975,8,4,1975-08-04,16:00:00,3,FL,12,67,1,0,0,4,0,27.22,-81.92,0,0,0.1,30,0
16697,764,1975,8,6,1975-08-06,18:00:00,3,FL,12,68,1,0,0,4,0,28.57,-81.53,0,0,0.1,20,0
16698,765,1975,8,8,1975-08-08,15:45:00,3,FL,12,70,1,2,0,3,0,30,-82.6,0,0,0.1,20,0
16699,766,1975,8,8,1975-08-08,16:00:00,3,FL,12,69,1,0,0,4,0,27.78,-82.42,0,0,0.1,30,0
16700,767,1975,8,9,1975-08-09,14:00:00,3,FL,12,71,0,0,0,3,0,29.03,-81.27,0,0,0.1,20,0
16704,771,1975,8,11,1975-08-11,20:00:00,3,FL,12,72,1,1,0,4,0,27.45,-80.45,0,0,0.1,30,0
16705,772,1975,8,12,1975-08-12,15:20:00,3,FL,12,73,0,0,0,3,0,27.45,-80.33,0,0,0.1,20,0
16715,782,1975,8,17,1975-08-17,11:20:00,3,FL,12,74,0,0,0,3,0,27.77,-82.67,0,0,0.1,20,0
16718,785,1975,8,20,1975-08-20,15:00:00,3,FL,12,75,1,0,0,4,0,30.18,-82.63,0,0,0.1,40,0
16719,786,1975,8,20,1975-08-20,16:00:00,3,FL,12,76,1,0,0,3,0,28.67,-80.88,0,0,0.1,20,0
16737,804,1975,8,26,1975-08-26,16:15:00,3,FL,12,77,1,0,0,4,0,27.33,-82.42,0,0,0.1,30,0
16739,806,1975,8,26,1975-08-26,19:48:00,3,FL,12,78,0,0,0,4,0,25.8,-80.28,0,0,2,30,0
16749,816,1975,9,3,1975-09-03,15:45:00,3,FL,12,79,1,0,0,4,0,27.98,-82.47,0,0,0.5,30,0
16764,831,1975,9,11,1975-09-11,15:00:00,3,FL,12,80,0,0,0,3,0,28.23,-82.18,0,0,0.1,20,0
16766,833,1975,9,11,1975-09-11,18:00:00,3,FL,12,81,0,0,0,3,0,27.78,-82.72,0,0,0.1,30,0
16770,837,1975,9,18,1975-09-18,17:08:00,3,FL,12,82,0,0,0,0,0,28.67,-81.03,0,0,0.1,30,0
16775,842,1975,9,23,1975-09-23,05:10:00,3,FL,12,85,0,0,0,0,0,30.17,-85.67,0,0,0.1,30,0
16777,844,1975,9,23,1975-09-23,08:30:00,3,FL,12,87,1,0,0,4,0,30.78,-85.53,0,0,0.1,30,0
16784,851,1975,10,16,1975-10-16,18:45:00,3,FL,12,88,1,0,0,3,0,30.6,-87.15,0,0,0.1,20,0
16785,852,1975,10,16,1975-10-16,22:40:00,3,FL,12,89,1,0,0,5,0,30.18,-85.8,0,0,0.1,40,0
16794,861,1975,11,9,1975-11-09,13:15:00,3,FL,12,90,1,0,0,4,0,30.35,-87.4,0,0,1,20,0
16813,880,1975,11,12,1975-11-12,08:30:00,3,FL,12,91,0,0,0,4,0,29.95,-85.42,0,0,0.1,20,0
16814,881,1975,11,12,1975-11-12,10:00:00,3,FL,12,92,1,0,0,5,0,30.42,-86.4,30.72,-86.12,26.7,33,0
16845,912,1975,12,25,1975-12-25,11:00:00,3,FL,12,93,0,0,0,4,0,30.52,-87.32,30.58,-87.13,11.8,27,0
16846,913,1975,12,25,1975-12-25,12:40:00,3,FL,12,94,1,0,0,4,0,30.38,-86.58,30.43,-86.52,5.6,33,0
16847,914,1975,12,31,1975-12-31,10:00:00,3,FL,12,97,0,0,0,3,0,28.9,-82.57,0,0,0.5,10,0
16848,915,1975,12,31,1975-12-31,10:30:00,3,FL,12,95,3,26,1,6,0,29.08,-82.17,0,0,2,200,0
16849,916,1975,12,31,1975-12-31,10:30:00,3,FL,12,96,0,0,0,3,0,29.2,-82.2,0,0,0.1,10,0
16853,1,1976,1,7,1976-01-07,12:00:00,3,FL,12,1,0,0,0,0,0,30.38,-87.35,0,0,0.1,10,0
16854,2,1976,1,8,1976-01-08,10:00:00,3,FL,12,2,0,0,0,3,0,27.77,-82.67,0,0,0.1,10,0
16864,12,1976,1,26,1976-01-26,09:30:00,3,FL,12,3,0,0,0,3,0,30.17,-85.67,0,0,0.1,10,0
16865,13,1976,2,1,1976-02-01,13:10:00,3,FL,12,4,0,0,0,2,0,29.48,-82.2,0,0,0.1,10,0
16908,56,1976,3,7,1976-03-07,14:25:00,3,FL,12,5,0,0,0,0,0,26.17,-80.42,0,0,0.1,10,0
16913,61,1976,3,9,1976-03-09,03:51:00,3,FL,12,6,0,0,0,4,0,29.8,-85.28,0,0,0.5,33,0
16914,62,1976,3,9,1976-03-09,04:30:00,3,FL,12,7,0,0,0,4,0,29.95,-84.38,0,0,1,10,0
16915,63,1976,3,9,1976-03-09,07:00:00,3,FL,12,8,0,0,0,3,0,30.3,-83.17,0,0,0.5,20,0
16916,64,1976,3,9,1976-03-09,08:00:00,3,FL,12,9,0,0,0,4,0,30.25,-82.17,30.28,-82.13,3.6,20,0
16917,65,1976,3,9,1976-03-09,08:30:00,3,FL,12,10,0,0,0,4,0,30.35,-81.83,30.4,-81.77,5.4,20,0
16919,67,1976,3,9,1976-03-09,16:30:00,3,FL,12,11,0,0,0,4,0,28.7,-81.17,28.73,-81.08,5.4,20,0
17007,155,1976,3,21,1976-03-21,04:30:00,3,FL,12,12,0,0,0,4,0,30.6,-87.03,0,0,0.5,20,0
17008,156,1976,3,21,1976-03-21,04:40:00,3,FL,12,13,0,0,0,4,0,30.67,-87.15,0,0,0.5,20,0
17010,158,1976,3,21,1976-03-21,06:20:00,3,FL,12,14,0,0,0,4,0,30.63,-85.58,30.63,-85.48,6.2,20,0
17090,238,1976,4,8,1976-04-08,03:15:00,3,FL,12,16,0,0,0,4,0,29.07,-82.08,0,0,0.5,20,0
17091,239,1976,4,8,1976-04-08,12:15:00,3,FL,12,17,0,2,0,4,0,27.8,-82.8,0,0,0.1,10,0
17092,240,1976,4,8,1976-04-08,15:00:00,3,FL,12,18,0,0,0,5,0,27.5,-81.45,0,0,0.5,20,0
17216,364,1976,5,11,1976-05-11,14:00:00,3,FL,12,19,0,0,0,2,0,30.08,-84.33,0,0,0.1,10,0
17220,368,1976,5,12,1976-05-12,17:00:00,3,FL,12,20,0,1,0,4,0,28.48,-81.25,0,0,0.3,10,0
17227,375,1976,5,13,1976-05-13,14:30:00,3,FL,12,21,0,0,0,3,0,30.38,-81.93,0,0,0.3,10,0
17231,379,1976,5,13,1976-05-13,18:00:00,3,FL,12,22,0,0,0,4,0,27.92,-80.98,0,0,0.1,10,0
17234,382,1976,5,14,1976-05-14,14:15:00,3,FL,12,23,0,0,0,4,0,29.48,-82.87,0,0,0.3,10,0
17235,383,1976,5,14,1976-05-14,15:00:00,3,FL,12,24,0,0,0,4,0,30.08,-82.83,0,0,0.1,10,0
17242,390,1976,5,15,1976-05-15,07:30:00,3,FL,12,25,0,0,0,4,0,29.48,-81.67,0,0,0.3,10,0
17251,399,1976,5,16,1976-05-16,14:00:00,3,FL,12,26,0,0,0,4,0,27.75,-81.8,0,0,0.3,10,0
17252,400,1976,5,16,1976-05-16,17:30:00,3,FL,12,27,0,0,0,1,0,30.28,-83.58,0,0,0.1,10,0
17253,401,1976,5,17,1976-05-17,00:05:00,3,FL,12,28,0,0,0,4,0,28.9,-82.57,0,0,0.3,10,0
17257,405,1976,5,22,1976-05-22,12:00:00,3,FL,12,29,0,0,0,3,0,30.38,-84.38,30.4,-84.33,3.6,10,0
17258,406,1976,5,22,1976-05-22,15:25:00,3,FL,12,30,0,0,0,5,0,29.13,-80.98,0,0,1,10,0
17259,407,1976,5,23,1976-05-23,06:20:00,3,FL,12,31,1,2,0,6,0,28,-82.58,28.03,-82.43,9.6,33,0
17260,408,1976,5,23,1976-05-23,09:00:00,3,FL,12,32,0,0,0,2,0,29,-82.37,29.02,-82.32,3.3,33,0
17261,409,1976,5,23,1976-05-23,10:30:00,3,FL,12,33,0,0,0,2,0,28.95,-81.3,0,0,0.5,10,0
17267,415,1976,5,25,1976-05-25,06:50:00,3,FL,12,34,0,0,0,3,0,28.87,-81.77,0,0,0.1,10,0
17303,451,1976,5,28,1976-05-28,12:30:00,3,FL,12,35,0,0,0,4,0,27.1,-82.45,0,0,0.3,10,0
17312,460,1976,5,29,1976-05-29,15:00:00,3,FL,12,36,0,0,0,3,0,26.75,-80.17,0,0,0.1,10,0
17353,501,1976,6,1,1976-06-01,20:30:00,3,FL,12,37,1,0,0,4,0,30.47,-87.18,0,0,0.1,20,0
17370,518,1976,6,4,1976-06-04,18:00:00,3,FL,12,39,1,0,0,4,0,27.98,-82.38,0,0,0.1,20,0
17386,534,1976,6,8,1976-06-08,19:00:00,3,FL,12,40,1,0,0,5,0,28.12,-81.62,0,0,0.1,30,0
17473,621,1976,6,22,1976-06-22,13:50:00,3,FL,12,41,1,0,0,3,0,30.42,-81.58,0,0,0.1,30,0
17496,644,1976,6,27,1976-06-27,17:50:00,3,FL,12,42,0,0,0,3,0,27.33,-82.53,0,0,0.1,20,0
17497,645,1976,6,27,1976-06-27,17:50:00,3,FL,12,43,0,0,0,0,0,28.23,-82.18,0,0,0.1,20,0
17498,646,1976,6,28,1976-06-28,13:34:00,3,FL,12,44,0,0,0,0,0,28.32,-82.33,0,0,0.1,20,0
17501,649,1976,6,28,1976-06-28,16:30:00,3,FL,12,45,1,0,0,3,0,26.38,-81.45,0,0,0.1,30,0
17518,666,1976,7,1,1976-07-01,14:35:00,3,FL,12,46,0,0,0,3,0,28.37,-82.18,0,0,0.1,20,0
17519,667,1976,7,2,1976-07-02,13:00:00,3,FL,12,47,1,0,0,4,0,30.58,-84.52,0,0,1,30,0
17523,671,1976,7,3,1976-07-03,13:30:00,3,FL,12,48,0,0,0,3,0,29.28,-81.13,0,0,0.1,20,0
17534,682,1976,7,6,1976-07-06,14:30:00,3,FL,12,49,1,0,0,4,0,29.5,-82.28,0,0,0.1,40,0
17539,687,1976,7,7,1976-07-07,17:35:00,3,FL,12,50,0,0,0,3,0,27.83,-82.72,0,0,0.1,20,0
17549,697,1976,7,10,1976-07-10,17:00:00,3,FL,12,51,1,0,0,5,0,29.18,-82.13,0,0,0.1,40,0
17572,720,1976,7,17,1976-07-17,15:51:00,3,FL,12,52,0,0,0,3,0,28.9,-82.57,0,0,0.1,20,0
17574,722,1976,7,19,1976-07-19,15:45:00,3,FL,12,53,0,0,0,4,0,26.13,-81.8,0,0,0.1,20,0
17578,726,1976,7,21,1976-07-21,17:00:00,3,FL,12,54,1,0,0,4,0,29.95,-82.13,0,0,0.1,20,0
17597,745,1976,7,30,1976-07-30,15:02:00,3,FL,12,55,0,0,0,0,0,30.08,-81.45,0,0,0.1,13,0
17602,750,1976,8,3,1976-08-03,14:40:00,3,FL,12,56,0,0,0,3,0,28.23,-80.6,0,0,0.1,20,0
17605,753,1976,8,7,1976-08-07,14:00:00,3,FL,12,57,0,0,0,3,0,24.92,-80.63,0,0,0.5,20,0
17607,755,1976,8,10,1976-08-10,16:51:00,3,FL,12,58,0,0,0,0,0,29.65,-81.63,0,0,0.1,17,0
17614,762,1976,8,12,1976-08-12,16:50:00,3,FL,12,59,1,21,1,6,0,27.9,-82.75,0,0,0.3,30,0
17628,776,1976,8,16,1976-08-16,15:14:00,3,FL,12,60,0,0,0,2,0,26.67,-80.65,0,0,0.5,20,0
17644,792,1976,9,3,1976-09-03,18:10:00,3,FL,12,61,0,0,0,0,0,30.3,-82.98,0,0,0.1,17,0
17653,801,1976,9,7,1976-09-07,10:45:00,3,FL,12,62,0,0,0,3,0,30.67,-81.45,0,0,0.5,17,0
17654,802,1976,9,7,1976-09-07,15:00:00,3,FL,12,63,1,6,0,4,0,26.73,-80.93,0,0,0.1,17,0
17663,811,1976,9,18,1976-09-18,13:00:00,3,FL,12,64,0,0,0,3,0,26.58,-80.05,0,0,0.1,20,0
17674,822,1976,9,30,1976-09-30,15:40:00,3,FL,12,65,0,0,0,3,0,28.25,-82.63,0,0,0.1,20,0
17683,831,1976,10,20,1976-10-20,12:00:00,3,FL,12,66,1,0,0,4,0,30.47,-83.4,0,0,0.1,17,0
17686,834,1976,12,7,1976-12-07,01:00:00,3,FL,12,67,0,0,0,3,0,26.42,-80.08,0,0,0.3,17,0
17688,2,1977,1,6,1977-01-06,20:30:00,3,FL,12,1,0,0,0,2,0,30.53,-86.5,0,0,0.1,10,0
17691,5,1977,1,10,1977-01-10,05:50:00,3,FL,12,2,1,0,0,5,0,28.3,-81.4,0,0,0.2,23,0
17706,20,1977,2,24,1977-02-24,08:04:00,3,FL,12,4,0,0,0,4,0,28.27,-81.4,0,0,0.3,10,0
17707,21,1977,2,24,1977-02-24,08:15:00,3,FL,12,5,0,0,0,3,0,28.57,-81.28,0,0,0.1,10,0
18058,372,1977,5,24,1977-05-24,14:30:00,3,FL,12,6,0,0,0,0,0,27.13,-81.37,0,0,0.1,20,0
