FID,om,yr,mo,dy,date,time,tz,st,stf,stn,mag,inj,fat,loss,closs,slat,slon,elat,elon,len,wid,fc
7227,2,1964,1,12,1964-01-12,03:00:00,3,FL,12,2,2,0,0,3,0,29.18,-82.2,0,0,0.1,10,0
7228,3,1964,1,12,1964-01-12,05:45:00,3,FL,12,1,1,0,0,1,0,30.5,-81.7,0,0,0.1,10,0
7229,4,1964,1,12,1964-01-12,07:40:00,3,FL,12,4,0,0,0,3,0,29.2,-81,0,0,1,20,0
7241,16,1964,2,18,1964-02-18,16:00:00,3,FL,12,5,0,0,0,0,0,27.3,-81.2,0,0,0.1,10,1
7259,34,1964,3,14,1964-03-14,04:00:00,3,FL,12,6,1,0,0,0,0,24.68,-81.35,0,0,0.1,10,0
7269,44,1964,3,20,1964-03-20,05:00:00,3,FL,12,7,1,1,0,5,0,27.75,-82.77,27.78,-82.72,4.1,10,0
7417,192,1964,4,27,1964-04-27,03:30:00,3,FL,12,9,2,0,0,0,0,30.72,-87.33,0,0,0.1,10,0
7422,197,1964,4,28,1964-04-28,11:40:00,3,FL,12,10,2,0,0,5,0,28.73,-81.62,0,0,0.1,10,0
7440,215,1964,5,2,1964-05-02,13:45:00,3,FL,12,11,1,0,0,0,0,30.43,-81.65,0,0,0.1,10,0
7574,349,1964,6,6,1964-06-06,09:50:00,3,FL,12,12,1,0,0,3,0,30.12,-83.57,30.15,-83.5,4.7,150,0
7575,350,1964,6,6,1964-06-06,11:10:00,3,FL,12,13,2,0,0,5,0,30.4,-81.7,30.42,-81.65,3.6,27,0
7576,351,1964,6,6,1964-06-06,14:00:00,3,FL,12,14,2,0,0,4,0,28.1,-81.55,0,0,0.1,10,0
7607,382,1964,6,11,1964-06-11,13:30:00,3,FL,12,15,0,0,0,3,0,28.15,-82.47,0,0,0.1,10,0
7698,473,1964,6,23,1964-06-23,14:10:00,3,FL,12,16,2,1,0,3,0,26.62,-81.97,0,0,0.1,10,0
7704,479,1964,6,30,1964-06-30,14:00:00,3,FL,12,17,1,0,0,3,0,28.3,-82.3,0,0,0.1,10,0
7705,480,1964,6,30,1964-06-30,14:00:00,3,FL,12,18,1,0,0,3,0,27.5,-82.6,0,0,0.1,10,0
7708,483,1964,7,2,1964-07-02,12:22:00,3,FL,12,19,2,6,0,4,0,28.03,-82.12,0,0,0.1,10,0
7768,543,1964,7,31,1964-07-31,10:30:00,3,FL,12,20,0,0,0,0,0,25.9,-80.75,0,0,0.1,10,1
7780,555,1964,8,13,1964-08-13,18:10:00,3,FL,12,21,0,0,0,0,0,25.9,-80.25,0,0,0.1,10,1
7783,558,1964,8,16,1964-08-16,14:00:00,3,FL,12,22,0,0,0,0,0,29.7,-82.3,0,0,0.1,10,1
7795,570,1964,8,21,1964-08-21,10:15:00,3,FL,12,23,1,2,0,3,0,27.8,-82.75,0,0,0.1,10,0
7823,600,1964,8,28,1964-08-28,01:00:00,3,FL,12,26,1,0,0,3,0,26.07,-80.23,0,0,0.1,10,1
7824,599,1964,8,28,1964-08-28,01:00:00,3,FL,12,25,0,0,0,0,0,29.03,-80.93,0,0,0.1,10,1
7885,660,1964,10,14,1964-10-14,14:10:00,3,FL,12,28,1,0,0,3,0,25.75,-80.25,0,0,0.1,67,0
7886,661,1964,10,14,1964-10-14,14:15:00,3,FL,12,27,1,0,0,2,0,25.9,-81.5,0,0,0.1,10,1
7887,662,1964,10,14,1964-10-14,15:00:00,3,FL,12,30,1,3,0,3,0,26.35,-80.08,0,0,0.1,10,0
7888,663,1964,10,14,1964-10-14,16:00:00,3,FL,12,31,1,3,0,3,0,26.53,-80.07,0,0,0.1,10,0
7889,664,1964,10,14,1964-10-14,16:00:00,3,FL,12,32,2,0,0,3,0,27.05,-80.12,0,0,0.1,10,0
7890,665,1964,10,14,1964-10-14,16:24:00,3,FL,12,33,2,22,0,5,0,26.47,-80.07,0,0,0.1,100,0
7891,666,1964,10,14,1964-10-14,17:00:00,3,FL,12,34,1,3,0,4,0,26.72,-80.07,0,0,0.1,10,0
7892,667,1964,10,14,1964-10-14,19:20:00,3,FL,12,35,2,17,0,5,0,28.13,-80.63,0,0,0.1,10,0
7893,668,1964,10,14,1964-10-14,21:50:00,3,FL,12,29,2,0,0,4,0,26.07,-80.2,0,0,0.1,10,0
7908,683,1964,11,19,1964-11-19,22:00:00,3,FL,12,36,1,0,0,3,0,30.4,-87.3,0,0,0.3,10,0
7921,696,1964,12,25,1964-12-25,02:30:00,3,FL,12,37,3,4,0,6,0,30.4,-86.58,30.52,-86.42,12.8,67,0
7979,50,1965,2,23,1965-02-23,09:50:00,3,FL,12,1,1,0,0,3,0,26.25,-80.2,26.43,-80.1,14.1,10,0
7980,51,1965,2,23,1965-02-23,10:15:00,3,FL,12,2,3,6,0,5,0,26.1,-80.17,26.17,-80.12,5.7,60,0
7981,52,1965,2,23,1965-02-23,11:45:00,3,FL,12,3,2,0,0,4,0,26.62,-81.87,0,0,0.5,67,0
7982,53,1965,2,23,1965-02-23,11:45:00,3,FL,12,4,1,2,0,4,0,26.5,-81.75,0,0,0.1,10,0
7985,56,1965,3,14,1965-03-14,13:30:00,3,FL,12,5,2,0,0,4,0,26.55,-80.1,0,0,0.1,10,0
8471,542,1965,6,10,1965-06-10,12:50:00,3,FL,12,6,2,0,0,3,0,30.4,-86.67,0,0,0.1,10,0
8475,546,1965,6,10,1965-06-10,15:25:00,3,FL,12,7,0,0,0,1,0,30.42,-84.3,0,0,0.1,10,0
8493,564,1965,6,15,1965-06-15,10:30:00,3,FL,12,8,2,0,0,3,0,30.4,-83,0,0,0.1,10,0
8494,565,1965,6,15,1965-06-15,11:00:00,3,FL,12,9,1,0,0,1,0,30.05,-83.17,0,0,0.5,70,0
8677,748,1965,8,22,1965-08-22,16:15:00,3,FL,12,10,0,0,0,0,0,26.13,-81.8,0,0,0.1,10,1
8716,787,1965,9,8,1965-09-08,15:00:00,3,FL,12,12,0,0,0,0,0,24.7,-81.37,0,0,0.1,10,1
8869,43,1966,4,4,1966-04-04,07:00:00,3,FL,12,1,4,530,11,7,0,27.92,-82.8,28.43,-80.67,135.8,300,0
8870,44,1966,4,4,1966-04-04,07:15:00,3,FL,12,2,2,0,0,5,0,27.7,-82.63,28.35,-80.75,123.3,150,0
8939,113,1966,4,28,1966-04-28,15:47:00,3,FL,12,3,1,0,0,3,0,28.22,-82.72,0,0,0.1,10,1
8940,114,1966,4,28,1966-04-28,16:00:00,3,FL,12,4,1,0,0,2,0,28.05,-82.67,0,0,0.1,10,0
8949,123,1966,5,2,1966-05-02,12:45:00,3,FL,12,5,0,0,0,0,0,30.62,-87.02,0,0,0.1,27,0
8951,125,1966,5,5,1966-05-05,12:15:00,3,FL,12,6,1,0,0,0,0,30.63,-87.03,0,0,0.1,10,0
9046,220,1966,6,2,1966-06-02,16:30:00,3,FL,12,7,2,1,0,4,0,24.55,-81.78,0,0,0.1,10,0
9069,243,1966,6,6,1966-06-06,14:30:00,3,FL,12,8,1,1,0,5,0,27.92,-82.75,0,0,0.3,30,0
9075,249,1966,6,8,1966-06-08,06:00:00,3,FL,12,10,0,0,0,0,0,25.75,-80.25,25.78,-80.18,4.9,10,0
9089,263,1966,6,9,1966-06-09,06:00:00,3,FL,12,11,1,0,0,0,0,30.8,-85.23,0,0,0.1,10,0
9091,265,1966,6,9,1966-06-09,10:05:00,3,FL,12,12,0,0,0,0,0,30.8,-85.23,0,0,0.1,10,1
9111,285,1966,6,15,1966-06-15,14:10:00,3,FL,12,13,1,0,0,3,0,28.82,-81.27,0,0,0.1,10,1
9128,302,1966,6,18,1966-06-18,13:52:00,3,FL,12,14,0,0,0,0,0,27.65,-80.4,0,0,0.1,10,1
9135,309,1966,6,21,1966-06-21,17:34:00,3,FL,12,15,0,0,0,0,0,25.82,-81.1,0,0,0.1,10,1
9308,482,1966,8,15,1966-08-15,13:00:00,3,FL,12,16,0,0,0,2,0,27.5,-82.58,0,0,0.1,10,0
9318,492,1966,8,21,1966-08-21,18:15:00,3,FL,12,17,0,0,0,0,0,26.63,-81.87,0,0,0.1,10,1
9321,495,1966,8,23,1966-08-23,14:00:00,3,FL,12,18,2,3,0,4,0,28.8,-81.25,0,0,0.1,10,0
9323,497,1966,8,28,1966-08-28,16:00:00,3,FL,12,19,0,0,0,0,0,28.05,-82.67,0,0,0.1,10,1
9335,509,1966,9,5,1966-09-05,08:30:00,3,FL,12,20,0,0,0,0,0,27.97,-82.8,0,0,0.1,10,0
9337,511,1966,9,7,1966-09-07,19:40:00,3,FL,12,21,0,0,0,0,0,27.8,-80.48,0,0,0.1,10,1
9338,512,1966,9,10,1966-09-10,15:15:00,3,FL,12,22,1,0,0,2,0,28.23,-82.15,0,0,0.1,10,1
9347,521,1966,9,21,1966-09-21,13:30:00,3,FL,12,23,1,0,0,3,0,29.7,-82.3,0,0,0.1,10,0
9348,522,1966,9,28,1966-09-28,06:10:00,3,FL,12,24,1,0,0,2,0,27.5,-82.55,0,0,0.1,10,0
9349,523,1966,9,28,1966-09-28,09:00:00,3,FL,12,25,2,0,0,5,0,29.67,-82.35,0,0,0.5,10,0
9350,524,1966,9,28,1966-09-28,10:45:00,3,FL,12,26,1,0,0,0,0,30,-81.7,0,0,0.1,10,0
9353,527,1966,10,4,1966-10-04,17:35:00,3,FL,12,27,1,0,0,0,0,29.48,-81.68,29.38,-81.65,7.6,10,0
9354,528,1966,10,4,1966-10-04,19:00:00,3,FL,12,28,0,0,0,0,0,29.77,-82.02,0,0,0.1,10,1
9458,47,1967,2,22,1967-02-22,14:00:00,3,FL,12,1,1,2,0,1,0,26.32,-80.1,0,0,0.1,10,0
9718,306,1967,5,17,1967-05-17,16:00:00,3,FL,12,2,1,0,0,4,0,27.62,-81.5,0,0,0.1,10,0
9731,319,1967,5,22,1967-05-22,13:15:00,3,FL,12,3,2,2,0,4,0,29.62,-81.83,29.67,-81.55,17.4,20,0
9748,336,1967,5,30,1967-05-30,14:00:00,3,FL,12,4,1,0,0,4,0,27.5,-81.45,0,0,0.1,10,0
9762,350,1967,5,31,1967-05-31,16:40:00,3,FL,12,5,1,0,0,4,0,27.2,-81.8,0,0,0.1,10,1
9769,357,1967,6,1,1967-06-01,17:00:00,3,FL,12,6,2,0,0,4,0,30.58,-84.58,0,0,0.3,33,0
9774,362,1967,6,3,1967-06-03,11:00:00,3,FL,12,7,1,0,0,3,0,26.53,-80.05,0,0,0.1,10,1
9781,369,1967,6,5,1967-06-05,13:50:00,3,FL,12,8,2,0,0,6,0,28.5,-81.35,0,0,0.1,173,0
9813,401,1967,6,9,1967-06-09,08:42:00,3,FL,12,9,0,0,0,0,0,25.47,-80.35,0,0,0.1,10,1
9940,528,1967,6,19,1967-06-19,13:30:00,3,FL,12,10,1,0,0,4,0,28.7,-81.07,0,0,0.1,10,1
10030,618,1967,7,14,1967-07-14,06:45:00,3,FL,12,11,1,0,0,3,0,27.9,-82.5,27.92,-82.42,5.4,150,0
10181,769,1967,9,21,1967-09-21,02:00:00,3,FL,12,14,1,0,0,3,0,26.9,-80.07,0,0,0.1,10,1
10269,857,1967,10,30,1967-10-30,16:55:00,3,FL,12,15,3,44,0,5,0,30.43,-87.27,0,0,0.1,10,0
10286,874,1967,12,10,1967-12-10,02:15:00,3,FL,12,16,2,50,1,6,0,30.4,-86.62,30.43,-86.52,6.8,1000,0
10287,875,1967,12,10,1967-12-10,03:30:00,3,FL,12,17,3,0,0,4,0,30.6,-86.2,0,0,0.1,10,0
10289,877,1967,12,10,1967-12-10,07:00:00,3,FL,12,18,2,0,0,4,0,30.77,-85.77,30.85,-85.63,9.9,300,0
10290,878,1967,12,10,1967-12-10,08:20:00,3,FL,12,19,3,50,1,6,0,30.07,-85.57,30.17,-85.55,7.1,250,0
10291,879,1967,12,10,1967-12-10,09:00:00,3,FL,12,20,2,0,0,4,0,30.5,-85.1,0,0,0.1,10,0
10292,880,1967,12,10,1967-12-10,10:00:00,3,FL,12,21,2,0,0,4,0,30,-85.2,0,0,0.1,70,0
10294,882,1967,12,11,1967-12-11,08:00:00,3,FL,12,22,1,0,0,2,0,27.92,-81.75,0,0,0.1,10,1
10338,926,1967,12,28,1967-12-28,09:10:00,3,FL,12,23,2,0,0,4,0,27.9,-82.78,0,0,0.1,33,0
10342,4,1968,1,23,1968-01-23,21:10:00,3,FL,12,1,1,0,0,4,0,28.02,-82.77,0,0,0.1,50,0
10343,5,1968,1,24,1968-01-24,00:30:00,3,FL,12,2,0,0,0,3,0,28.05,-81.75,0,0,0.1,10,0
10348,10,1968,2,19,1968-02-19,04:00:00,3,FL,12,3,2,21,0,6,0,25.92,-80.2,25.95,-80.12,5.7,100,0
10349,11,1968,2,19,1968-02-19,04:15:00,3,FL,12,4,1,0,0,4,0,25.75,-80.42,0,0,0.1,10,0
10350,12,1968,2,23,1968-02-23,14:00:00,3,FL,12,5,1,0,0,2,0,26.38,-80.08,0,0,0.1,10,1
10362,24,1968,3,12,1968-03-12,11:30:00,3,FL,12,6,0,0,0,0,0,29.32,-82.5,0,0,0.1,10,1
10368,30,1968,3,22,1968-03-22,10:40:00,3,FL,12,7,1,0,0,3,0,30.4,-86.48,0,0,0.1,10,1
10369,31,1968,3,22,1968-03-22,11:00:00,3,FL,12,8,1,0,0,2,0,30.8,-85.7,0,0,0.1,10,1
10370,32,1968,3,22,1968-03-22,12:30:00,3,FL,12,9,1,0,0,4,0,30.8,-85.23,0,0,0.1,10,0
10525,187,1968,5,13,1968-05-13,15:15:00,3,FL,12,10,1,0,0,2,0,26.63,-81.85,0,0,0.1,10,0
10586,248,1968,5,19,1968-05-19,11:00:00,3,FL,12,11,0,0,0,1,0,30.35,-83.98,0,0,0.1,10,0
10609,271,1968,5,28,1968-05-28,12:40:00,3,FL,12,13,0,0,0,0,0,27.9,-80.6,0,0,0.1,10,1
10612,274,1968,5,29,1968-05-29,18:02:00,3,FL,12,14,0,0,0,0,0,26.67,-80.67,0,0,0.1,10,1
10626,291,1968,6,4,1968-06-04,04:30:00,3,FL,12,15,1,0,0,3,0,28.22,-80.67,0,0,0.3,10,0
10629,294,1968,6,5,1968-06-05,07:10:00,3,FL,12,17,1,0,0,2,0,28.1,-81.63,0,0,0.1,10,0
10635,300,1968,6,7,1968-06-07,13:10:00,3,FL,12,18,1,1,0,5,0,25.7,-80.3,0,0,0.1,10,0
10671,336,1968,6,12,1968-06-12,14:30:00,3,FL,12,19,1,0,0,5,0,30.63,-84.43,30.67,-84.38,4.1,17,0
10695,360,1968,6,19,1968-06-19,11:45:00,3,FL,12,20,1,0,0,3,0,28.17,-80.6,0,0,0.1,10,0
10747,412,1968,6,25,1968-06-25,16:40:00,3,FL,12,21,1,0,0,1,0,25.77,-80.38,25.92,-80.23,14,10,0
10763,428,1968,7,2,1968-07-02,14:00:00,3,FL,12,22,1,0,0,3,0,28.92,-82.42,0,0,0.8,400,1
10770,435,1968,7,9,1968-07-09,13:30:00,3,FL,12,24,1,1,0,4,0,28.07,-80.6,0,0,0.1,10,0
10772,437,1968,7,11,1968-07-11,14:10:00,3,FL,12,25,0,0,0,1,0,27.13,-80.2,0,0,0.1,10,1
10776,441,1968,7,14,1968-07-14,14:10:00,3,FL,12,26,1,0,0,3,0,27.97,-82.8,0,0,0.1,10,0
10795,460,1968,7,19,1968-07-19,17:10:00,3,FL,12,28,0,0,0,0,0,26.75,-81.8,0,0,0.1,10,1
10812,477,1968,7,30,1968-07-30,17:15:00,3,FL,12,29,2,0,2,4,0,27,-82.13,0,0,0.3,27,0
10838,503,1968,8,9,1968-08-09,13:20:00,3,FL,12,30,0,0,0,0,0,26.8,-81.9,0,0,0.1,10,1
10845,510,1968,8,13,1968-08-13,15:30:00,3,FL,12,31,1,0,0,3,0,28.18,-82.17,0,0,0.1,10,1
10878,543,1968,8,29,1968-08-29,06:00:00,3,FL,12,32,1,0,0,4,0,29.15,-81.05,29.2,-80.98,5.6,10,0
10880,545,1968,8,30,1968-08-30,12:56:00,3,FL,12,34,0,0,0,0,0,25.67,-80.37,0,0,2,10,0
10884,549,1968,9,7,1968-09-07,16:00:00,3,FL,12,35,1,0,0,3,0,30.18,-81.75,30.05,-81.72,9.5,10,0
10885,550,1968,9,8,1968-09-08,12:10:00,3,FL,12,36,1,0,0,3,0,30.32,-81.85,0,0,0.1,10,0
10889,554,1968,9,10,1968-09-10,12:00:00,3,FL,12,37,0,0,0,0,0,26.68,-80.8,0,0,0.3,10,0
10892,557,1968,9,12,1968-09-12,12:00:00,3,FL,12,38,0,0,0,2,0,25.47,-80.47,26.02,-80.15,42.8,10,0
10907,572,1968,10,4,1968-10-04,12:30:00,3,FL,12,40,0,0,0,0,0,25.43,-80.32,25.43,-80.5,11.5,833,0
10917,582,1968,10,17,1968-10-17,10:00:00,3,FL,12,41,1,0,0,4,0,26.35,-80.1,0,0,0.1,10,0
10918,583,1968,10,18,1968-10-18,20:00:00,3,FL,12,42,2,0,0,4,0,27.42,-82.55,0,0,0.1,50,0
10925,590,1968,11,3,1968-11-03,17:55:00,3,AL,1,7,3,18,0,5,0,30.77,-88.12,31.12,-87.07,70.4,400,0
10930,595,1968,11,9,1968-11-09,11:55:00,3,FL,12,43,2,2,0,5,0,27.1,-82.45,27.13,-82.4,4.1,100,0
10931,596,1968,11,9,1968-11-09,12:10:00,3,FL,12,44,1,1,0,5,0,27.48,-82.7,27.63,-82.62,12.3,10,0
10932,597,1968,11,9,1968-11-09,12:35:00,3,FL,12,45,1,3,0,5,0,27.95,-82.45,28.5,-81.53,69.3,10,0
10933,598,1968,11,9,1968-11-09,12:45:00,3,FL,12,46,2,4,0,6,0,28.37,-82.37,28.65,-82,29.6,100,0
10936,601,1968,11,9,1968-11-09,16:00:00,3,FL,12,49,1,0,0,4,0,26.2,-81.8,0,0,0.1,10,0
10937,602,1968,11,9,1968-11-09,16:00:00,3,FL,12,50,2,17,2,4,0,26.17,-81.8,26.5,-81.17,45.6,100,0
10938,603,1968,11,9,1968-11-09,18:00:00,3,FL,12,51,1,2,0,5,0,26.53,-80.2,26.58,-80.05,10,33,0
10940,605,1968,11,11,1968-11-11,10:15:00,3,FL,12,52,1,0,0,5,0,27.87,-82.85,28.1,-81.95,57.2,10,0
10941,606,1968,11,11,1968-11-11,11:36:00,3,FL,12,53,2,0,0,4,0,26.97,-82.37,0,0,0.1,17,0
10942,607,1968,11,11,1968-11-11,12:00:00,3,FL,12,54,1,0,0,4,0,28.8,-81.73,0,0,0.1,10,1
10943,608,1968,11,11,1968-11-11,12:30:00,3,FL,12,55,2,3,0,5,0,26.17,-81.83,26.75,-81,65.4,17,0
10964,629,1968,12,1,1968-12-01,09:28:00,3,FL,12,56,2,0,0,4,0,30.35,-87.25,30.68,-86.92,30.4,17,0
10966,631,1968,12,3,1968-12-03,14:00:00,3,FL,12,57,1,0,0,3,0,30.4,-83.3,0,0,0.1,200,0
10999,4,1969,2,12,1969-02-12,17:00:00,3,FL,12,1,0,0,0,4,0,25.9,-80.2,0,0,1,117,0
11002,7,1969,2,15,1969-02-15,10:45:00,3,FL,12,2,1,0,0,4,0,30.63,-84.4,0,0,0.1,10,0
11067,72,1969,4,19,1969-04-19,02:30:00,3,FL,12,3,1,0,0,5,0,28.6,-81.43,28.63,-81.35,5.6,500,0
11086,91,1969,5,3,1969-05-03,16:44:00,3,FL,12,4,0,0,0,0,0,28.4,-82.2,0,0,0.1,10,1
11143,148,1969,5,11,1969-05-11,14:45:00,3,FL,12,5,0,0,0,0,0,26.6,-80.6,0,0,0.1,10,1
11166,171,1969,5,15,1969-05-15,13:30:00,3,FL,12,6,1,0,0,2,0,26.75,-80.63,0,0,0.1,10,0
11167,172,1969,5,15,1969-05-15,13:36:00,3,FL,12,7,0,0,0,0,0,26.63,-80.2,0,0,0.1,10,1
11194,199,1969,5,18,1969-05-18,04:40:00,3,FL,12,8,1,0,0,4,0,30.85,-86.53,0,0,0.1,10,0
11202,207,1969,5,19,1969-05-19,15:25:00,3,FL,12,9,0,0,0,0,0,30,-83.83,0,0,0.1,10,1
11204,209,1969,5,24,1969-05-24,17:00:00,3,FL,12,10,1,0,0,2,0,30.57,-87.13,0,0,0.1,10,0
11205,210,1969,5,24,1969-05-24,17:30:00,3,FL,12,11,0,0,0,1,0,30.85,-86.15,0,0,0.1,10,1
11207,212,1969,5,25,1969-05-25,11:14:00,3,FL,12,12,0,0,0,0,0,26.55,-80.47,0,0,0.1,10,0
11234,239,1969,6,4,1969-06-04,15:10:00,3,FL,12,13,1,0,0,3,0,28.1,-82.35,0,0,0.1,10,1
11236,241,1969,6,5,1969-06-05,15:00:00,3,FL,12,14,1,0,0,3,0,29.9,-81.48,0,0,0.1,10,0
11238,243,1969,6,5,1969-06-05,17:00:00,3,FL,12,15,0,0,0,0,0,30.47,-82.98,0,0,0.1,10,1
11239,244,1969,6,6,1969-06-06,12:15:00,3,FL,12,16,2,0,0,0,0,27.8,-81.98,0,0,0.1,10,0
11241,246,1969,6,6,1969-06-06,18:26:00,3,FL,12,17,0,0,0,0,0,28,-82.2,0,0,0.1,10,1
11247,252,1969,6,8,1969-06-08,17:05:00,3,FL,12,18,1,0,0,3,0,27.5,-82.5,0,0,0.1,10,0
11250,255,1969,6,10,1969-06-10,14:15:00,3,FL,12,19,0,0,0,0,0,25.3,-80.5,0,0,0.1,10,1
11261,266,1969,6,13,1969-06-13,16:45:00,3,FL,12,20,2,0,0,3,0,27.35,-82.52,0,0,0.1,10,0
11276,281,1969,6,21,1969-06-21,03:44:00,3,FL,12,21,0,0,0,0,0,30.48,-86.5,0,0,0.1,10,1
11362,367,1969,7,1,1969-07-01,16:40:00,3,FL,12,22,1,0,0,2,0,28.1,-82.5,0,0,0.1,10,0
11365,370,1969,7,2,1969-07-02,16:46:00,3,FL,12,23,2,2,0,3,0,27.85,-82.38,0,0,0.1,10,0
11377,382,1969,7,6,1969-07-06,18:00:00,3,FL,12,24,0,0,0,0,0,28.8,-81.9,0,0,0.1,10,1
11378,383,1969,7,6,1969-07-06,18:10:00,3,FL,12,25,0,0,0,0,0,28.92,-81.63,0,0,0.1,10,1
11404,409,1969,7,14,1969-07-14,16:00:00,3,FL,12,26,1,0,0,4,0,27.9,-81.63,0,0,0.1,10,0
11437,442,1969,7,22,1969-07-22,18:18:00,3,FL,12,27,1,0,0,3,0,29.17,-81,0,0,0.1,10,1
11438,443,1969,7,23,1969-07-23,14:38:00,3,FL,12,28,0,0,0,0,0,27.72,-80.83,0,0,0.1,10,1
11501,506,1969,8,10,1969-08-10,12:37:00,3,FL,12,31,0,0,0,0,0,25.9,-80.45,0,0,0.1,10,1
11502,507,1969,8,10,1969-08-10,13:40:00,3,FL,12,29,1,0,0,4,0,26.13,-80.43,0,0,0.1,10,0
11503,508,1969,8,10,1969-08-10,14:28:00,3,FL,12,30,1,0,0,3,0,26.1,-80.2,0,0,0.1,10,0
11508,513,1969,8,13,1969-08-13,13:35:00,3,FL,12,32,1,0,0,4,0,27.63,-81.5,27.63,-81.45,3.6,10,0
11512,517,1969,8,14,1969-08-14,20:10:00,3,FL,12,33,1,0,0,4,0,28.62,-81.1,28.63,-81.05,3.8,10,0
11518,523,1969,8,17,1969-08-17,11:15:00,3,FL,12,34,0,0,0,0,0,30.4,-87.38,0,0,0.1,10,0
11529,534,1969,8,27,1969-08-27,17:30:00,3,FL,12,36,1,0,0,3,0,30.12,-83.27,0,0,0.1,10,0
11545,550,1969,9,20,1969-09-20,21:20:00,3,FL,12,37,1,0,0,3,0,29.93,-84.5,0,0,0.1,10,0
11546,551,1969,9,20,1969-09-20,21:45:00,3,FL,12,38,2,3,0,4,0,29.87,-84.67,0,0,0.1,10,0
11558,563,1969,10,4,1969-10-04,16:10:00,3,FL,12,41,0,0,0,0,0,27.2,-81.7,0,0,0.1,10,1
11576,581,1969,11,13,1969-11-13,14:00:00,3,FL,12,42,2,1,0,5,0,28.7,-81.98,28.65,-81.98,3.4,150,0
11577,582,1969,11,13,1969-11-13,14:00:00,3,FL,12,43,1,0,0,3,0,28.8,-82.3,0,0,0.1,10,0
11578,583,1969,11,14,1969-11-14,12:20:00,3,FL,12,44,2,2,0,4,0,27.3,-80.8,27.3,-80.75,3.8,10,0
11583,588,1969,12,10,1969-12-10,05:45:00,3,FL,12,46,2,0,0,4,0,27.95,-82.5,0,0,0.1,10,0
11584,589,1969,12,10,1969-12-10,12:09:00,3,FL,12,47,1,0,0,3,0,26.42,-81.4,0,0,0.1,10,1
11593,598,1969,12,25,1969-12-25,12:15:00,3,FL,12,51,0,0,0,0,0,30.5,-87.33,0,0,0.1,10,0
11596,601,1969,12,25,1969-12-25,15:15:00,3,FL,12,53,1,0,0,4,0,30.4,-84.97,0,0,0.1,10,0
11597,602,1969,12,25,1969-12-25,15:15:00,3,FL,12,54,0,0,0,0,0,30.42,-84.98,0,0,0.1,10,0
11598,603,1969,12,25,1969-12-25,15:15:00,3,FL,12,55,0,0,0,0,0,30.4,-85,0,0,0.1,10,0
11599,604,1969,12,25,1969-12-25,15:15:00,3,FL,12,56,2,0,0,5,0,30.58,-84.6,0,0,0.1,50,0
11600,605,1969,12,25,1969-12-25,18:30:00,3,FL,12,57,2,1,0,3,0,30.4,-83.3,0,0,0.1,10,0
11601,606,1969,12,25,1969-12-25,19:25:00,3,FL,12,58,1,0,0,3,0,29.6,-82.48,0,0,0.1,10,0
11604,1,1970,1,6,1970-01-06,09:05:00,3,FL,12,1,1,2,0,4,0,27.73,-82.42,0,0,0.1,10,0
11605,2,1970,1,6,1970-01-06,09:15:00,3,FL,12,2,2,3,0,4,0,27.73,-82.43,0,0,0.1,10,0
11606,3,1970,1,6,1970-01-06,10:00:00,3,FL,12,3,0,0,0,0,0,27.88,-81.97,0,0,0.1,10,1
11607,4,1970,1,6,1970-01-06,10:35:00,3,FL,12,4,0,0,0,0,0,27.6,-81.5,0,0,0.1,10,1
11609,6,1970,1,14,1970-01-14,19:05:00,3,FL,12,5,1,0,0,0,0,26.83,-80.13,0,0,0.1,10,0
11619,16,1970,2,1,1970-02-01,18:45:00,3,FL,12,7,1,0,0,3,0,30.42,-86.77,0,0,0.1,10,1
11620,17,1970,2,3,1970-02-03,01:45:00,3,FL,12,8,2,0,0,4,0,29.7,-82.3,0,0,0.1,10,0
11621,18,1970,2,3,1970-02-03,06:30:00,3,FL,12,9,1,0,0,3,0,28.33,-81.52,0,0,0.1,10,1
11622,19,1970,2,3,1970-02-03,06:35:00,3,FL,12,10,2,0,0,5,0,27.07,-82.43,0,0,0.1,10,0
11623,20,1970,2,3,1970-02-03,07:30:00,3,FL,12,12,2,0,0,5,0,27.22,-81.85,0,0,0.1,10,0
11624,21,1970,2,3,1970-02-03,07:30:00,3,FL,12,13,1,0,0,5,0,27.17,-81.85,27.23,-81.83,4.9,10,0
11625,22,1970,2,3,1970-02-03,08:00:00,3,FL,12,14,0,0,0,3,0,27.52,-81.47,0,0,0.1,10,0
11626,23,1970,2,3,1970-02-03,08:45:00,3,FL,12,11,1,0,0,3,0,28.03,-80.58,0,0,0.1,10,0
11627,24,1970,2,3,1970-02-03,08:45:00,3,FL,12,15,2,0,0,4,0,27.77,-80.58,0,0,0.1,10,0
11649,46,1970,3,26,1970-03-26,12:30:00,3,FL,12,19,2,0,0,3,0,26.93,-80.1,0,0,0.1,10,0
11831,228,1970,5,24,1970-05-24,16:57:00,3,FL,12,21,1,0,0,3,0,24.73,-81.4,0,0,0.1,10,1
11867,264,1970,6,4,1970-06-04,14:30:00,3,FL,12,22,0,0,0,0,0,28.67,-82.12,0,0,0.1,10,1
11904,301,1970,6,12,1970-06-12,15:24:00,3,FL,12,23,0,0,0,0,0,27.2,-80.8,0,0,0.1,10,1
